year,make,model,trim,type,damage,price,odometer,lot,vin,date,location,state,source,auction,url
2015,Cadillac,Escalade,,St,Front End,0,0 mi,72630465,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2016,Kia,Soul,+,St,Burn,0,0 mi,72470525,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2020,Honda,Accord,Sport,St,Front End,0,124262 mi,72400055,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2025,Harley-Davidson,Fl,,Jt,Burn,0,0 mi,72263065,,2026-04-16,Crashedtoys Powersport Auction,KS,Rebrowser-Copart,COPART,
2019,Cadillac,Cts,Luxury,Sc,Front End,0,91999 mi,70662185,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2014,Hyundai,Elantra,Se,Cz,Normal Wear,0,164372 mi,69444855,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2020,Acura,Tlx,,St,Front End,0,128744 mi,59973925,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Acura,Mdx,Technology,Cz,Normal Wear,0,201246 mi,47916866,,2026-04-09,*Ncs - Central Region,KS,Rebrowser-Copart,COPART,
2019,Lincoln,Mkz,Reserve I,Sc,Top/Roof,0,52716 mi,47705616,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2012,Niss,Versa,1.6 S,Cz,Minor Dent/Scratches,0,143929 mi,47848226,,2026-03-31,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2024,Ford,Escape Ac,,St,Side,0,0 mi,47786506,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2026,Nissan,Rogue,Sv,St,All Over,0,0 mi,47784506,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2012,Volkswagen,Eos,Lux,Cz,Side,0,97632 mi,47800736,,2026-03-31,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2021,Ford,F150,,Sd,Front End,0,196560 mi,47458006,,2026-04-07,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Kia,Niro,Ex,Cz,Mechanical,0,102482 mi,47538596,,2026-03-31,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2015,Mazda,3,Touring,St,Front End,0,123169 mi,47622176,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2012,Jeep,Cherokee,Limited,Cz,Minor Dent/Scratches,0,115902 mi,47572896,,2026-04-02,*Ncs - Central Region,KS,Rebrowser-Copart,COPART,
2023,Audi,Q8,Prestige S-Line,St,Front End,0,57981 mi,47433966,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2018,Hyundai,Tuscan,,Cz,Minor Dent/Scratches,0,112729 mi,47023126,,2026-04-09,*Ncs - Central Region,KS,Rebrowser-Copart,COPART,
2019,Toyota,Camry Sola,Xle,Cz,Minor Dent/Scratches,0,229687 mi,47023356,,2026-04-09,*Ncs - Central Region,KS,Rebrowser-Copart,COPART,
2020,Ford,Explorer,Xlt,St,Side,0,83110 mi,47344616,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2025,Kia,Sportage,Lx,Ct,Hail,0,27722 mi,47072206,,2026-03-30,Rental Vehicle Sale,KS,Rebrowser-Copart,COPART,
2025,Buick,All Other,Sport Touring,Ct,Hail,0,22252 mi,47072446,,2026-03-30,Rental Vehicle Sale,KS,Rebrowser-Copart,COPART,
2025,Jeep,Compass,Limited,Ct,Hail,0,31121 mi,47102066,,2026-03-30,Rental Vehicle Sale,KS,Rebrowser-Copart,COPART,
2015,Chevrolet,Silverado,K2500 Heavy Duty Ltz,Rp,All Over,0,0 mi,47022616,,2026-04-09,*Ncs - Central Region,KS,Rebrowser-Copart,COPART,
2019,Ford,Edge,Titanium,St,Hail,0,121383 mi,46647906,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2013,Ford,Flex,Limited,Ct,Minor Dent/Scratches,0,151026 mi,46455726,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2015,Chevrolet,Malibu,1Lt,St,Side,0,36076 mi,46209456,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2014,Nissan,Juke,Nismo Rs,Cz,Mechanical,0,0 mi,46149396,,2026-04-07,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2013,Volkswagen,Jetta,S,Cz,Normal Wear,0,240294 mi,45819986,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2013,Gmc,Sierra,K2500 Heavy Duty,Cz,Normal Wear,0,234318 mi,45487366,,2026-03-30,Medium Duty Clean Title Sale,KS,Rebrowser-Copart,COPART,
2016,Nissan,Juke,Sv,Sc,Side,0,109292 mi,41910436,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2019,Dodge,Caravan,Sxt,Ct,Mechanical,0,322633 mi,41801476,,2026-04-07,Wholesale Auction,KS,Rebrowser-Copart,COPART,
2023,Hyundai,Tucson,Sel Convenience,Sc,Side,0,35679 mi,79919805,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2019,Kia,Niro,Ex,Px,Minor Dent/Scratches,0,146813 mi,79781085,,2026-04-10,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2015,Lexus,Ct 200H Ba,Base,Sc,Front End,0,152033 mi,79537815,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2015,Bmw,3 Series,I Xdrive,Sc,Front End,0,139092 mi,78585885,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2020,Toyota,Sienna L 7,L 7-Passenger,Sc,Front End,0,0 mi,79346125,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2012,Lexus,Rx350,Base,Sc,Front End,0,161480 mi,79357205,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2017,Chevrolet,Camaro,Lt,Sc,Front End,0,135590 mi,79352425,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2017,Toyota,All Models,Le 8-Passenger,Sc,Rear End,0,143929 mi,78854955,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2024,Honda,Civic,Sport,Sc,Front End,0,67762 mi,78912175,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2016,Hyundai,Santa Fe,2.0T,Sc,Front End,0,104913 mi,78670125,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2014,Nissan,Leaf,S,Sc,Side,0,75544 mi,78537815,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2018,Honda,Accord,Sport,Sc,Front End,0,133653 mi,78235025,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2019,Hyundai,Accent,Se,Sc,Rear End,0,93400 mi,78149225,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2020,Volkswagen,Jetta,S,Sc,Front End,0,57947 mi,77941985,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2024,Ford,Mustang,Select,Sc,Rear End,0,8903 mi,77704405,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2024,Kia,Ev9 Gt-Lin,Gt-Line,Sc,Front End,0,22533 mi,77526235,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2025,Jeep,Grand Cher,L Laredo,Sc,Front End,0,8985 mi,77129755,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2019,Audi,A5,Premium,Sc,Front End,0,74790 mi,76202315,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2018,Chevrolet,Malibu,Lt,Sc,Front End,0,176391 mi,76219345,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2013,Toyota,Venza,Limited,Sc,Front End,0,161287 mi,75833685,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2016,Chev,All Models,K1500 Lt,Sc,Front End,0,152006 mi,72109125,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2017,Nissan,Altima,2.5 Sr,Sc,Rear End,0,84005 mi,47217716,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2019,Subaru,Outback,2.5I Limited,Sc,Side,0,61202 mi,46736646,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2014,Ford,Escape Ti,Titanium,Sc,Front End,0,183439 mi,47063566,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2015,Nissan,Altima,2.5 Sv,Sc,Front End,0,170290 mi,46559976,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2017,Toyota,Camry,Xle,Sc,Front End,0,46829 mi,46569846,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2017,Nissan,Maxima,3.5 S,Sc,Front End,0,94961 mi,46563646,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2025,Kia,All Other,Lxs,Dc,Mechanical,0,27406 mi,46483216,,2026-03-30,Rental Vehicle Sale,NC,Rebrowser-Copart,COPART,
2016,Subaru,Forester,2.5I,Sc,Front End,0,115050 mi,46114976,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2022,Honda,Hr-V,Ex,Sc,Front End,0,45518 mi,46097896,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2016,Honda,Hr-V,Ex,Sc,Front End,0,78903 mi,46216526,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2014,Ford,Explorer,Xlt,Sc,Front End,0,179612 mi,45944246,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2019,Jeep,Grand Cher,Latitude Plus,Sc,Side,0,139372 mi,45914996,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2012,Infiniti,M37,X,Sc,Rear End,0,120518 mi,45968726,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2014,Ford,F-150,Supercrew,Sc,Rear End,0,135727 mi,45914116,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2016,Ford,Edge,Sport,Sc,Front End,0,166232 mi,45766386,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2024,Chevrolet,Silverado,K1500 Rst,Sc,Front End,0,23014 mi,45736946,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2014,Nissan,Maxima,3.5 Sv,Sc,Front End,0,252059 mi,45569066,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2013,Chevrolet,Spark,Ls,Sc,Front End,0,84440 mi,45615166,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2017,Jeep,Cherokee,Laredo,Sc,Front End,0,120000 mi,41808276,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2015,Hyundai,Sonata,Limited,Sc,Front End,0,110570 mi,41699306,,,Nc - Raleigh North,NC,Rebrowser-Copart,COPART,
2021,Honda,Accord,Lx,Rb,Front End,0,89824 mi,99330295,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2014,Bmw,3 Series,I,Rb,Front End,0,120451 mi,98490425,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2020,Dodge,Charger,Gt,Cd,Rear End,0,0 mi,98644225,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2024,Chevrolet,Traverse,Lt,Sv,Front End,0,32470 mi,99158465,,,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2017,Hyundai,Sonata,Se,Rb,Front End,0,105437 mi,95390935,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2015,Hyundai,Sonata,Limited,Rb,Front End,0,100248 mi,98272035,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2016,Dodge,Challenger,Sxt,Rb,Front End,0,75834 mi,97913755,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2020,Honda,Accord,Sport,Cd,Front End,0,100022 mi,93609565,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2015,Honda,Civic,Ex,R1,Water/Flood,0,152905 mi,94597745,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2018,Niss,Pathfinder,,Rb,Front End,0,0 mi,86235125,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2015,Chevrolet,Equinox,Lt,Rb,Side,0,137737 mi,80164405,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2019,Infiniti,Qx50,Pure,Rb,Front End,0,63472 mi,79060445,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2015,Hyundai,Sonata,Sport,Rb,Front End,0,51050 mi,79014105,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2020,Niss,Nv,2.5S,Cd,Rear End,0,138946 mi,78285145,,2026-04-08,Medium Duty Specialty Sale,FL,Rebrowser-Copart,COPART,
2025,Bmw,M8,,St,Front End,0,10391 mi,78238245,,2026-03-30,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2019,Ford,F-150,Supercrew,Vd,Burn,0,0 mi,78602425,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2020,Toyota,Corolla,Le,Rb,Side,0,98478 mi,77090365,,,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2018,Kia,Soul,+,Rb,Side,0,127240 mi,77437055,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2026,Honda,Civic,Sport,Rb,Front End,0,4257 mi,76653545,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2017,Chrysler,300,S,Rb,Rear End,0,141838 mi,77407595,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2023,Harley Davidson,Fxlrs,,Rb,All Over,0,0 mi,76558895,,2026-04-09,Crashedtoys Powersport Auction,FL,Rebrowser-Copart,COPART,
2023,Hyundai,Elantra,N Line,Cd,Side,0,31371 mi,76015655,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2017,Volkswagen,Passat,Se,Rb,Front End,0,131720 mi,75344025,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2019,Niss,Kicks,,Rb,Front End,0,0 mi,75113825,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2021,Toyota,Rav4,Le,Rb,Front End,0,351728 mi,75273255,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2018,Toyota,Corolla,L,Rb,Front End,0,172831 mi,75290235,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2023,Kia,Forte,Lx,Cd,Undercarriage,0,68479 mi,75100545,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2014,Niss,Altima,2.5,Rb,Front End,0,110633 mi,74822105,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2022,Bmw,7 Series,I,Rb,Front End,0,46470 mi,72951755,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2018,Toyota,Yaris,Base,Rb,Front End,0,112896 mi,72303735,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2017,Toyota,Rav4,Limited,Rb,Biohazard/Chemical,0,134509 mi,60707825,,2026-03-30,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2014,Toyota,Camry,Se,Rb,Front End,0,132239 mi,47057086,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2021,Toyota,Rav4,Xle Premium,Rb,Rear End,0,65689 mi,46725806,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2022,Mitsubishi,Outlander,Es,Rb,Rear End,0,28790 mi,46757676,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2014,Ford,Focus,Se,Ct,Minor Dent/Scratches,0,154986 mi,46723576,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2019,Chevrolet,Silverado,C1500 Lt,Ct,Minor Dent/Scratches,0,100009 mi,46761776,,2026-04-13,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2016,Ford,Escape,,Rb,Rear End,0,84107 mi,46292986,,2026-04-13,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2012,Lexus,Rx 350,Base,Rb,Front End,0,131651 mi,41957506,,2026-04-06,Fl - Clewiston,FL,Rebrowser-Copart,COPART,
2018,Dodge,Journey,Crossroad,St,Side,0,67965 mi,79410765,,,Nd - Bismarck,ND,Rebrowser-Copart,COPART,
2019,Nissan,Titan Pro,Pro-4X,St,Front End,0,74991 mi,79361685,,,Nd - Bismarck,ND,Rebrowser-Copart,COPART,
2019,Lexus,All Other,F Sport,Sc,Front End,0,65834 mi,95643905,,2026-03-31,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2021,Hyundai,Tucson,Se,Sc,Front End,0,135807 mi,79993755,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2014,Toyota,Venza,Le,Sc,Front End,0,110100 mi,79799005,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2018,Subaru,Impreza,,Sc,Front End,0,113775 mi,79414465,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2022,Volkswagen,Atlas,Se,Sc,Front End,0,0 mi,78710615,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2018,Gmc,Acadia,Slt-1,Sc,Rear End,0,91644 mi,78309895,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2024,Honda,Civic,Sport,Sc,Front End,0,25171 mi,77906415,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2020,Mazda,Cx-5,Touring,Sc,Rear End,0,102428 mi,77687685,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2015,Audi,S4/Rs4,Premium Plus,Sc,Front End,0,63692 mi,76675525,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2023,Chevrolet,Bolt,1Lt,Sc,Front End,0,32254 mi,76433975,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2025,Toyota,4Runner,Limited,Sc,Front End,0,8695 mi,76046195,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2020,Toyota,Tundra,Platinum,Sc,Rollover,0,82244 mi,75516685,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2018,Ford,Escape,S,Sc,Undercarriage,0,121322 mi,74910165,,2026-04-07,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2015,Honda,Pilot,Exl,Sc,Front End,0,0 mi,74848085,,2026-03-31,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2019,Nissan,Rogue,Sv,Sc,Side,0,127324 mi,47473116,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2016,Ram,1500,St,Ct,Side,0,185991 mi,47831256,,2026-04-07,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2018,Chevrolet,Volt,Lt,Sc,Front End,0,59699 mi,47459756,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2020,Kia,Sportage,Lx,Ct,Minor Dent/Scratches,0,113366 mi,47887306,,2026-03-31,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2019,Nissan,Versa,Sv,Sc,Front End,0,100890 mi,47280026,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2013,Kia,Soul,!,Sc,Front End,0,166172 mi,47121776,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2021,Toyota,Prius,Xle,Sc,Front End,0,74931 mi,47297316,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2012,Kia,Sportage,Lx,Sc,Front End,0,0 mi,46885556,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2015,Hyundai,Elantra,Sport,Sc,Front End,0,50498 mi,46000116,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2015,Bmw,X5,Xdrive50I,Sc,Rear End,0,60628 mi,45873116,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2024,Toyota,Rav4,Xle,Sc,Rear End,0,35128 mi,45754296,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2013,Bmw,5 Series,I,Sc,Front End,0,206665 mi,45630866,,2026-03-31,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2018,Toyota,4Runner,Sr5,Sc,Front End,0,190729 mi,45626276,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2024,Chev,Colorado,,Sc,Front End,0,22282 mi,41998356,,2026-03-31,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2018,Chevrolet,Colorado,Lt,Sc,Front End,0,198924 mi,41881266,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2012,Ford,Mustang,,Sc,Front End,0,122535 mi,41732476,,2026-04-02,Az - Phoenix North,AZ,Rebrowser-Copart,COPART,
2015,Mitsubishi,Outlander,Es,Ct,Minor Dent/Scratches,0,105492 mi,47332466,,2026-04-08,Ma - Freetown,MA,Rebrowser-Copart,COPART,
2016,Acura,Rdx,Technology,Ct,Front End,0,0 mi,47097976,,2026-04-01,Ma - Freetown,MA,Rebrowser-Copart,COPART,
2014,Nissan,Versa,,Ct,Minor Dent/Scratches,0,93434 mi,46945266,,2026-04-08,Ma - Freetown,MA,Rebrowser-Copart,COPART,
2021,Tesla,Model Y,,Ct,Normal Wear,0,128113 mi,45951536,,2026-04-13,*Ncs - Eastern Region,MA,Rebrowser-Copart,COPART,
2018,Jeep,Wrangler Unlimited,Sport,St,Rollover,0,65705 mi,99223755,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2018,Hyundai,Elantra,Se,St,Front End,0,51529 mi,97635445,,2026-04-06,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2024,Jeep,Grand Cher,Limited,Sc,Front End,0,64313 mi,97423145,,2026-03-30,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2016,Chrysler,Town & Country,Touring,Sc,Front End,0,186332 mi,93811295,,2026-03-30,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2023,Honda,Accord,Lx,Bp,Burn,0,0 mi,80466355,,2026-03-30,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2015,Ford,Fusion,Se,St,Rear End,0,104451 mi,79721295,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2014,Mercedes-Benz,Gl-Class,450 4Matic,Ct,Front End,0,128854 mi,79706595,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2015,Nissan,Pathfinder,Sl,St,Side,0,157952 mi,79547685,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2017,Lincoln,Continental,Reserve,St,Minor Dent/Scratches,0,75394 mi,79281565,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2019,Honda,Odyssey,Exl,St,Front End,0,107385 mi,78981665,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2018,Chevrolet,Impala,Lt,Ct,Front End,0,126954 mi,79019735,,,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2025,Subaru,Ascent,,St,Front End,0,0 mi,78852025,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2017,Hyundai,Tucson,Se Plus,St,Front End,0,123004 mi,78775235,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2013,Chevrolet,Impala,Lt,St,Rear End,0,242763 mi,78670055,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2018,Buick,Enclave,Essence,St,Front End,0,90706 mi,78562765,,,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2026,Chevrolet,Traverse,Rs,St,Front End,0,0 mi,78375525,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2016,Kia,Optima,Lx,St,Front End,0,120899 mi,78324975,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2025,Lincoln,Aviator,Reserve,St,Front End,0,6966 mi,78144475,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2020,Dodge,Caravan,Gt,St,Front End,0,143531 mi,77913965,,,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2013,Toyota,Camry,L,St,Side,0,81311 mi,76701425,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2023,Tesla,Model 3,,St,Front End,0,49866 mi,77141405,,,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2016,Ram,1500,Slt,Ct,Front End,0,129688 mi,76811485,,,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2021,Chevrolet,Equinox,Lt,St,Side,0,96157 mi,75613385,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2022,Toyota,Camry,Le,St,Front End,0,58627 mi,74760175,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2014,Toyota,All Models,Xle,Ct,Front End,0,165834 mi,73911615,,,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2013,Hyundai,Veloster,Base,St,Front End,0,82494 mi,73600235,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2016,Toyota,Camry,Le,Sc,Front End,0,196193 mi,72827265,,2026-03-30,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2021,Volkswagen,Passat,R-Line,St,Front End,0,79930 mi,72617215,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2017,Dodge,Challenger,Sxt,St,Front End,0,125951 mi,47386166,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2024,Acura,Mdx,Technology,St,Front End,0,0 mi,47648846,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2022,Chevrolet,Equinox,Lt,St,Front End,0,40611 mi,47376276,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2019,Mazda,Mx5,Grand Touring,St,Rear End,0,136646 mi,46063556,,2026-04-13,In - Fort Wayne,IN,Rebrowser-Copart,COPART,
2017,Honda,Accord,Sport,St,Front End,0,183803 mi,75227725,,2026-03-31,Ga - Augusta,GA,Rebrowser-Copart,COPART,
2016,Honda,Hr-V,Exl,St,Front End,0,167168 mi,45984226,,2026-03-31,Ga - Augusta,GA,Rebrowser-Copart,COPART,
2024,Nissan,Sentra,Sv,Sv,Front End,0,58482 mi,92112575,,,Wholesale Auction,TX,Rebrowser-Copart,COPART,
2023,Mazda,Cx-50,Premium Plus,Sv,Side,0,34403 mi,79891505,,2026-03-30,Tx - Houston East,TX,Rebrowser-Copart,COPART,
2017,Dodge,Charger,R,Sv,Front End,0,204016 mi,79580465,,2026-04-02,Tx - Houston East,TX,Rebrowser-Copart,COPART,
2015,Toyota,Rav4,Xle,Sv,Front End,0,196092 mi,79481875,,2026-04-09,Tx - Houston East,TX,Rebrowser-Copart,COPART,
2020,Chevrolet,Equinox,Ls,Ct,Minor Dent/Scratches,0,111104 mi,79301195,,2026-03-31,Wholesale Auction,TX,Rebrowser-Copart,COPART,
2014,Chevrolet,Traverse,Lt,Sv,Front End,0,97258 mi,79293755,,2026-03-30,Tx - Houston East,TX,Rebrowser-Copart,COPART,
2018,Chevrolet,Spark,Activ,Sv,Undercarriage,0,140397 mi,78633345,,2026-04-02,Tx - Houston East,TX,Rebrowser-Copart,COPART,
2025,Unknown,333Bts,,Sv,Minor Dent/Scratches,0,0 mi,78618945,,2026-04-02,Heavy Truck Specialty Sale,TX,Rebrowser-Copart,COPART,
